experiment_id,trial_id,case_id,composition,homogeneous_type,player_id,person_id,age,gender,mbti,initial_role,final_role,speech_count,pass_count,skip_count,total_chars,avg_chars,pre_suspect,pre_confidence,final_suspect,final_confidence,planned_vote,actual_vote,abstained,suspect_changed,confidence_delta,pre_correct,final_correct,vote_correct,plan_vote_match,executed,win,decided_from_unknown,suspect_vote_match,corrected,deteriorated
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c00,mixed,,p1,pe046,64,female,ESTP,villager,villager,2,1,0,168,84.0,unknown,1,p5,4,p5,p5,false,,3,,0,0,1,0,0,1,1,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c00,mixed,,p2,pe013,24,male,ESFJ,seer,seer,2,1,0,121,60.5,unknown,3,p5,4,p5,p5,false,,1,,0,0,1,0,0,1,1,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c00,mixed,,p3,pe064,32,female,ENTP,werewolf,werewolf,2,1,0,138,69.0,unknown,2,p5,4,p5,p5,false,,2,,0,0,1,0,1,1,1,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c00,mixed,,p4,pe006,48,female,ESTP,werewolf,werewolf,2,1,0,191,95.5,unknown,2,p5,4,p5,p5,false,,2,,0,0,1,0,1,1,1,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c00,mixed,,p5,pe097,31,female,ESFJ,villager,villager,2,1,0,189,94.5,unknown,1,,,,p8,false,,,,,0,,1,0,0,,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c00,mixed,,p6,pe035,33,female,ESFP,villager,villager,2,1,0,176,88.0,unknown,2,p5,4,p5,p5,false,,2,,0,0,1,0,0,1,1,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c00,mixed,,p7,pe036,36,male,ESTJ,villager,villager,2,1,0,161,80.5,unknown,1,p5,4,p5,p5,false,,3,,0,0,1,0,0,1,1,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c00,mixed,,p8,pe095,41,male,INTP,thief,thief,2,1,0,139,69.5,unknown,2,p5,4,p5,p5,false,,2,,0,0,1,0,0,1,1,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c01,homogeneous,ISTJ,p1,pe046,64,female,ISTJ,villager,villager,0,5,1,0,,unknown,1,,,,p2,false,,,,,0,,0,0,0,,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c01,homogeneous,ISTJ,p2,pe013,24,male,ISTJ,seer,seer,3,1,1,224,74.6667,unknown,3,p8,3,p8,p8,false,,0,,0,0,1,1,0,1,1,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c01,homogeneous,ISTJ,p3,pe064,32,female,ISTJ,werewolf,werewolf,3,2,0,239,79.6667,unknown,2,,,,p2,false,,,,,0,,0,1,0,,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c01,homogeneous,ISTJ,p4,pe006,48,female,ISTJ,werewolf,werewolf,3,2,0,218,72.6667,unknown,2,,,,p2,false,,,,,0,,0,1,0,,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c01,homogeneous,ISTJ,p5,pe097,31,female,ISTJ,villager,villager,0,6,0,0,,unknown,2,p2,3,p2,p8,false,,1,,0,0,0,0,0,1,0,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c01,homogeneous,ISTJ,p6,pe035,33,female,ISTJ,villager,villager,1,5,0,82,82.0,unknown,1,,,,p2,false,,,,,0,,0,0,0,,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c01,homogeneous,ISTJ,p7,pe036,36,male,ISTJ,villager,villager,3,2,0,238,79.3333,unknown,1,,,,p8,false,,,,,0,,0,0,0,,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c01,homogeneous,ISTJ,p8,pe095,41,male,ISTJ,thief,thief,4,1,0,396,99.0,unknown,2,p2,3,p2,p2,false,,1,,0,0,1,0,0,1,1,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c02,homogeneous,ISFJ,p1,pe046,64,female,ISFJ,villager,villager,0,3,0,0,,unknown,1,,,,p2,false,,,,,0,,0,0,0,,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c02,homogeneous,ISFJ,p2,pe013,24,male,ISFJ,seer,seer,2,0,0,168,84.0,unknown,3,p1,2,p1,p8,false,,-1,,0,0,0,0,0,1,0,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c02,homogeneous,ISFJ,p3,pe064,32,female,ISFJ,werewolf,werewolf,2,0,0,126,63.0,unknown,2,,,,p8,false,,,,,0,,0,1,0,,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c02,homogeneous,ISFJ,p4,pe006,48,female,ISFJ,werewolf,werewolf,2,0,0,159,79.5,unknown,2,,,,p8,false,,,,,0,,0,1,0,,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c02,homogeneous,ISFJ,p5,pe097,31,female,ISFJ,villager,villager,0,3,0,0,,unknown,1,p1,2,p1,p8,false,,1,,0,0,0,0,0,1,0,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c02,homogeneous,ISFJ,p6,pe035,33,female,ISFJ,villager,villager,0,3,0,0,,unknown,1,p1,2,p1,p8,false,,1,,0,0,0,0,0,1,0,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c02,homogeneous,ISFJ,p7,pe036,36,male,ISFJ,villager,villager,0,3,0,0,,unknown,1,p1,2,p1,p2,false,,1,,0,0,0,0,0,1,0,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c02,homogeneous,ISFJ,p8,pe095,41,male,ISFJ,thief,thief,0,3,0,0,,unknown,2,,,,p7,false,,,,,0,,1,0,0,,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c03,homogeneous,INFJ,p1,pe046,64,female,INFJ,villager,villager,0,2,0,0,,unknown,1,p2,3,p2,p2,false,,2,,0,0,1,0,0,1,1,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c03,homogeneous,INFJ,p2,pe013,24,male,INFJ,seer,seer,1,1,0,90,90.0,unknown,3,p7,3,p7,p8,false,,0,,0,0,0,1,0,1,0,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c03,homogeneous,INFJ,p3,pe064,32,female,INFJ,werewolf,werewolf,0,2,0,0,,unknown,2,,,,p8,false,,,,,0,,0,1,0,,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c03,homogeneous,INFJ,p4,pe006,48,female,INFJ,werewolf,werewolf,1,1,0,75,75.0,unknown,2,p2,3,p2,p2,false,,1,,0,0,1,0,1,1,1,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c03,homogeneous,INFJ,p5,pe097,31,female,INFJ,villager,villager,0,2,0,0,,unknown,2,p1,3,p1,p8,false,,1,,0,0,0,0,0,1,0,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c03,homogeneous,INFJ,p6,pe035,33,female,INFJ,villager,villager,0,2,0,0,,unknown,1,p1,3,p1,p8,false,,2,,0,0,0,0,0,1,0,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c03,homogeneous,INFJ,p7,pe036,36,male,INFJ,villager,villager,0,2,0,0,,unknown,1,p1,2,p1,p2,false,,1,,0,0,0,0,0,1,0,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c03,homogeneous,INFJ,p8,pe095,41,male,INFJ,thief,thief,1,1,0,79,79.0,unknown,2,p2,3,p2,p2,false,,1,,0,0,1,1,0,1,1,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c04,homogeneous,INTJ,p1,pe046,64,female,INTJ,villager,villager,0,3,0,0,,unknown,1,p3,4,p3,p3,false,,3,,1,1,1,0,1,1,1,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c04,homogeneous,INTJ,p2,pe013,24,male,INTJ,seer,seer,2,0,0,190,95.0,unknown,3,p3,4,p3,p3,false,,1,,1,1,1,0,1,1,1,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c04,homogeneous,INTJ,p3,pe064,32,female,INTJ,werewolf,werewolf,2,0,0,229,114.5,unknown,2,p4,5,p4,p8,false,,3,,1,0,0,1,0,1,0,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c04,homogeneous,INTJ,p4,pe006,48,female,INTJ,werewolf,werewolf,1,2,0,109,109.0,unknown,2,p3,5,p3,p8,false,,3,,1,0,0,0,0,1,0,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c04,homogeneous,INTJ,p5,pe097,31,female,INTJ,villager,villager,0,3,0,0,,unknown,2,p3,4,p3,p3,false,,2,,1,1,1,0,1,1,1,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c04,homogeneous,INTJ,p6,pe035,33,female,INTJ,villager,villager,0,3,0,0,,unknown,1,p3,4,p3,p3,false,,3,,1,1,1,0,1,1,1,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c04,homogeneous,INTJ,p7,pe036,36,male,INTJ,villager,villager,0,3,0,0,,unknown,1,p3,4,p3,p3,false,,3,,1,1,1,0,1,1,1,,
e-20260830-010837,e-20260830-010837-t010,e-20260830-010837-t010-c04,homogeneous,INTJ,p8,pe095,41,male,INTJ,thief,thief,1,2,0,109,109.0,unknown,2,p3,4,p3,p3,false,,2,,1,1,1,0,1,1,1,,
