experiment_id,trial_id,case_id,composition,homogeneous_type,player_id,person_id,age,gender,mbti,initial_role,final_role,speech_count,pass_count,skip_count,total_chars,avg_chars,pre_suspect,pre_confidence,final_suspect,final_confidence,planned_vote,actual_vote,abstained,suspect_changed,confidence_delta,pre_correct,final_correct,vote_correct,plan_vote_match,executed,win,decided_from_unknown,suspect_vote_match,corrected,deteriorated
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c00,mixed,,p1,pe073,37,female,ENTJ,villager,villager,0,3,0,0,,unknown,2,,,,p8,false,,,,,1,,0,1,0,,,
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c00,mixed,,p2,pe096,48,female,ENFP,villager,villager,2,0,0,153,76.5,unknown,1,p8,4,p8,p8,false,,3,,1,1,1,0,1,1,1,,
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c00,mixed,,p3,pe090,64,male,INTP,villager,villager,0,3,0,0,,unknown,1,,,,p8,false,,,,,1,,0,1,0,,,
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c00,mixed,,p4,pe081,60,male,ISFJ,thief,thief,2,0,0,171,85.5,unknown,2,p8,4,p8,p8,false,,2,,1,1,1,0,1,1,1,,
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c00,mixed,,p5,pe022,63,female,ESTJ,werewolf,werewolf,2,0,0,112,56.0,unknown,2,p2,4,p2,p2,false,,2,,0,0,1,0,0,1,1,,
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c00,mixed,,p6,pe080,53,female,ENTP,villager,villager,0,3,0,0,,unknown,2,p8,4,p8,p8,false,,2,,1,1,1,0,1,1,1,,
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c00,mixed,,p7,pe008,34,male,ISFJ,seer,seer,1,1,1,85,85.0,unknown,3,,,,p8,false,,,,,1,,0,1,0,,,
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c00,mixed,,p8,pe033,51,male,ENTJ,werewolf,werewolf,2,0,0,134,67.0,unknown,2,p2,4,p2,p2,false,,2,,0,0,1,1,0,1,1,,
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,homogeneous,ISTJ,p1,pe073,37,female,ISTJ,villager,villager,4,1,0,454,113.5,unknown,1,p7,4,p7,p2,false,,3,,0,0,0,0,0,1,0,,
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,homogeneous,ISTJ,p2,pe096,48,female,ISTJ,villager,villager,1,5,0,105,105.0,unknown,1,p7,4,p7,p8,false,,3,,0,1,0,1,0,1,0,,
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,homogeneous,ISTJ,p3,pe090,64,male,ISTJ,villager,villager,3,2,0,358,119.3333,unknown,1,p7,4,p7,p2,false,,3,,0,0,0,0,0,1,0,,
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,homogeneous,ISTJ,p4,pe081,60,male,ISTJ,thief,thief,4,0,0,395,98.75,unknown,2,p7,4,p7,p2,false,,2,,0,0,0,0,0,1,0,,
e-20260830-010837,e-20260830-010837-t002,e-20260830-010837-t002-c01,homogeneous,ISTJ,p5,pe022,63,female,ISTJ,werewolf,werewolf,3,2,0,309,103.0,unknown,2,p7,4,p7,p1,false,,2,,0,0,0,0,1,1,0,,
