experiment_id,trial_id,case_id,composition,homogeneous_type,player_id,person_id,age,gender,mbti,initial_role,final_role,speech_count,pass_count,skip_count,total_chars,avg_chars,pre_suspect,pre_confidence,final_suspect,final_confidence,planned_vote,actual_vote,abstained,suspect_changed,confidence_delta,pre_correct,final_correct,vote_correct,plan_vote_match,executed,win,decided_from_unknown,suspect_vote_match,corrected,deteriorated
e-20260830-010451,e-20260830-010451-t005,e-20260830-010451-t005-c00,mixed,,p1,pe061,60,female,INFP,villager,villager,2,2,0,258,129.0,unknown,2,p7,4,p7,p7,false,,2,,0,0,1,0,0,1,1,,
e-20260830-010451,e-20260830-010451-t005,e-20260830-010451-t005-c00,mixed,,p2,pe049,41,female,ENFP,villager,villager,2,2,0,171,85.5,unknown,2,p7,4,p7,p7,false,,2,,0,0,1,0,0,1,1,,
e-20260830-010451,e-20260830-010451-t005,e-20260830-010451-t005-c00,mixed,,p3,pe033,51,male,ENTJ,seer,seer,2,2,0,200,100.0,p7,3,p7,4,p7,p7,false,0,1,0,0,0,1,0,0,0,1,0,0
e-20260830-010451,e-20260830-010451-t005,e-20260830-010451-t005-c00,mixed,,p4,pe085,64,female,ISFJ,villager,villager,0,4,1,0,,unknown,1,p7,4,p7,p7,false,,3,,0,0,1,0,0,1,1,,
e-20260830-010451,e-20260830-010451-t005,e-20260830-010451-t005-c00,mixed,,p5,pe091,57,female,ESTJ,villager,villager,1,4,0,83,83.0,unknown,2,p7,4,p7,p7,false,,2,,0,0,1,0,0,1,1,,
e-20260830-010451,e-20260830-010451-t005,e-20260830-010451-t005-c00,mixed,,p6,pe006,48,female,ESTP,werewolf,werewolf,3,1,0,320,106.6667,unknown,2,p7,4,p7,p7,false,,2,,0,0,1,0,1,1,1,,
e-20260830-010451,e-20260830-010451-t005,e-20260830-010451-t005-c00,mixed,,p7,pe060,39,male,INTJ,thief,thief,2,2,0,144,72.0,unknown,2,p8,4,p8,p1,false,,2,,1,0,0,1,0,1,0,,
e-20260830-010451,e-20260830-010451-t005,e-20260830-010451-t005-c00,mixed,,p8,pe057,51,male,ENFP,werewolf,werewolf,3,1,0,436,145.3333,unknown,3,p7,4,p7,p7,false,,1,,0,0,1,0,1,1,1,,
e-20260830-010451,e-20260830-010451-t005,e-20260830-010451-t005-c01,homogeneous,ISTJ,p1,pe061,60,female,ISTJ,villager,villager,0,3,0,0,,unknown,2,p2,3,p2,p8,false,,1,,0,1,0,0,0,1,0,,
e-20260830-010451,e-20260830-010451-t005,e-20260830-010451-t005-c01,homogeneous,ISTJ,p2,pe049,41,female,ISTJ,villager,villager,0,3,0,0,,unknown,1,p1,3,p1,p8,false,,2,,0,1,0,0,0,1,0,,
