experiment_id,trial_id,case_id,composition,homogeneous_type,player_id,person_id,age,gender,mbti,initial_role,final_role,speech_count,pass_count,skip_count,total_chars,avg_chars,pre_suspect,pre_confidence,final_suspect,final_confidence,planned_vote,actual_vote,abstained,suspect_changed,confidence_delta,pre_correct,final_correct,vote_correct,plan_vote_match,executed,win,decided_from_unknown,suspect_vote_match,corrected,deteriorated
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c00,mixed,,p1,pe028,53,female,ISFP,villager,villager,0,3,0,0,,unknown,1,p8,4,p8,p8,false,,3,,0,0,1,0,0,1,1,,
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c00,mixed,,p2,pe018,58,male,ENTP,werewolf,werewolf,2,0,0,204,102.0,unknown,2,p8,4,p8,p8,false,,2,,0,0,1,0,1,1,1,,
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c00,mixed,,p3,pe067,25,female,ISTJ,thief,thief,1,2,0,76,76.0,unknown,2,p8,4,p8,p8,false,,2,,0,0,1,0,0,1,1,,
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c00,mixed,,p4,pe037,48,female,ESFJ,seer,seer,2,0,0,130,65.0,p1,3,p8,3,p8,p8,false,1,0,0,0,0,1,0,0,0,1,0,0
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c00,mixed,,p5,pe070,54,female,ESTJ,villager,villager,2,0,0,217,108.5,unknown,1,p8,4,p8,p8,false,,3,,0,0,1,0,0,1,1,,
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c00,mixed,,p6,pe058,19,female,ESFP,villager,villager,2,0,0,240,120.0,unknown,1,p8,4,p8,p8,false,,3,,0,0,1,0,0,1,1,,
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c00,mixed,,p7,pe085,64,female,ISFJ,werewolf,werewolf,2,0,0,213,106.5,unknown,2,p8,3,p8,p8,false,,1,,0,0,1,0,1,1,1,,
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c00,mixed,,p8,pe041,40,female,ESTJ,villager,villager,2,0,0,199,99.5,unknown,2,p2,4,p2,p1,false,,2,,1,0,0,1,0,1,0,,
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c01,homogeneous,ISTJ,p1,pe028,53,female,ISTJ,villager,villager,1,4,1,66,66.0,unknown,1,,,,p3,false,,,,,0,,0,0,0,,,
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c01,homogeneous,ISTJ,p2,pe018,58,male,ISTJ,werewolf,werewolf,2,3,0,138,69.0,unknown,2,p1,3,p1,p8,false,,1,,0,0,0,0,1,1,0,,
e-20260830-010451,e-20260830-010451-t007,e-20260830-010451-t007-c01,homogeneous,ISTJ,p3,pe067,25,female,ISTJ,thief,thief,3,2,0,307,102.3333,unknown,2,p1,3,p1,p8,false,,1,,0,0,0,0,0,1,0,,
