experiment_id,trial_id,case_id,composition,homogeneous_type,player_id,person_id,age,gender,mbti,initial_role,final_role,speech_count,pass_count,skip_count,total_chars,avg_chars,pre_suspect,pre_confidence,final_suspect,final_confidence,planned_vote,actual_vote,abstained,suspect_changed,confidence_delta,pre_correct,final_correct,vote_correct,plan_vote_match,executed,win,decided_from_unknown,suspect_vote_match,corrected,deteriorated
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c00,mixed,,p1,pe094,43,female,ESTJ,werewolf,werewolf,2,0,0,126,63.0,unknown,3,p2,4,p2,p8,false,,1,,0,0,0,1,0,1,0,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c00,mixed,,p2,pe081,60,male,ISFJ,thief,thief,1,2,0,74,74.0,unknown,2,p1,4,p1,p1,false,,2,,1,1,1,0,1,1,1,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c00,mixed,,p3,pe046,64,female,ESTP,villager,villager,2,0,0,142,71.0,unknown,1,p1,4,p1,p1,false,,3,,1,1,1,0,1,1,1,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c00,mixed,,p4,pe078,26,female,ENTP,werewolf,werewolf,2,0,0,137,68.5,unknown,2,p1,4,p1,p8,false,,2,,1,0,0,0,0,1,0,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c00,mixed,,p5,pe049,41,female,ENFP,villager,villager,1,2,0,85,85.0,unknown,1,,,,p1,false,,,,,1,,0,1,0,,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c00,mixed,,p6,pe080,53,female,ENTP,seer,seer,2,0,0,169,84.5,p2,3,p1,4,p1,p1,false,1,1,0,1,1,1,0,1,0,1,1,0
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c00,mixed,,p7,pe069,62,male,ENFP,villager,villager,2,0,0,176,88.0,unknown,2,p1,4,p1,p1,false,,2,,1,1,1,0,1,1,1,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c00,mixed,,p8,pe043,51,male,ISFJ,villager,villager,0,3,0,0,,unknown,1,p1,4,p1,p1,false,,3,,1,1,1,0,1,1,1,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c01,homogeneous,ISTJ,p1,pe094,43,female,ISTJ,werewolf,werewolf,4,0,0,385,96.25,unknown,3,p4,4,p4,p8,false,,1,,1,0,0,1,0,1,0,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c01,homogeneous,ISTJ,p2,pe081,60,male,ISTJ,thief,thief,2,4,0,160,80.0,unknown,3,p4,4,p4,p4,false,,1,,1,1,1,0,1,1,1,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c01,homogeneous,ISTJ,p3,pe046,64,female,ISTJ,villager,villager,1,5,0,79,79.0,unknown,1,p1,4,p1,p4,false,,3,,1,1,0,0,1,1,0,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c01,homogeneous,ISTJ,p4,pe078,26,female,ISTJ,werewolf,werewolf,3,2,0,340,113.3333,unknown,2,p1,4,p1,p8,false,,2,,1,0,0,1,0,1,0,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c01,homogeneous,ISTJ,p5,pe049,41,female,ISTJ,villager,villager,0,6,0,0,,unknown,2,p1,4,p1,p1,false,,2,,1,1,1,0,1,1,1,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c01,homogeneous,ISTJ,p6,pe080,53,female,ISTJ,seer,seer,4,0,0,409,102.25,p2,3,p1,4,p1,p1,false,1,1,0,1,1,1,0,1,0,1,1,0
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c01,homogeneous,ISTJ,p7,pe069,62,male,ISTJ,villager,villager,0,6,0,0,,unknown,1,p4,4,p4,p1,false,,3,,1,1,0,0,1,1,0,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c01,homogeneous,ISTJ,p8,pe043,51,male,ISTJ,villager,villager,0,6,0,0,,unknown,1,p4,4,p4,p4,false,,3,,1,1,1,0,1,1,1,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c02,homogeneous,ISFJ,p1,pe094,43,female,ISFJ,werewolf,werewolf,2,0,0,167,83.5,unknown,2,p2,4,p2,p8,false,,2,,0,0,0,0,0,1,0,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c02,homogeneous,ISFJ,p2,pe081,60,male,ISFJ,thief,thief,1,2,0,56,56.0,unknown,2,,,,p1,false,,,,,1,,0,1,0,,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c02,homogeneous,ISFJ,p3,pe046,64,female,ISFJ,villager,villager,0,3,0,0,,unknown,1,,,,p4,false,,,,,1,,0,1,0,,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c02,homogeneous,ISFJ,p4,pe078,26,female,ISFJ,werewolf,werewolf,2,0,0,213,106.5,unknown,2,p1,4,p1,p8,false,,2,,1,0,0,1,0,1,0,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c02,homogeneous,ISFJ,p5,pe049,41,female,ISFJ,villager,villager,0,3,0,0,,unknown,1,p1,4,p1,p4,false,,3,,1,1,0,0,1,1,0,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c02,homogeneous,ISFJ,p6,pe080,53,female,ISFJ,seer,seer,2,0,0,163,81.5,p2,3,p1,4,p1,p1,false,1,1,0,1,1,1,0,1,0,1,1,0
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c02,homogeneous,ISFJ,p7,pe069,62,male,ISFJ,villager,villager,0,3,0,0,,unknown,1,,,,p4,false,,,,,1,,0,1,0,,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c02,homogeneous,ISFJ,p8,pe043,51,male,ISFJ,villager,villager,0,2,1,0,,unknown,1,,,,p4,false,,,,,1,,0,1,0,,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c03,homogeneous,INFJ,p1,pe094,43,female,INFJ,werewolf,werewolf,3,1,0,199,66.3333,unknown,2,p2,4,p2,p2,false,,2,,0,0,1,0,1,1,1,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c03,homogeneous,INFJ,p2,pe081,60,male,INFJ,thief,thief,2,2,0,145,72.5,unknown,2,,,,p1,false,,,,,1,,1,0,0,,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c03,homogeneous,INFJ,p3,pe046,64,female,INFJ,villager,villager,0,5,0,0,,unknown,1,p2,4,p2,p2,false,,3,,0,0,1,0,0,1,1,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c03,homogeneous,INFJ,p4,pe078,26,female,INFJ,werewolf,werewolf,3,1,0,238,79.3333,unknown,2,p1,4,p1,p8,false,,2,,1,0,0,0,1,1,0,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c03,homogeneous,INFJ,p5,pe049,41,female,INFJ,villager,villager,0,4,1,0,,unknown,1,,,,p2,false,,,,,0,,0,0,0,,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c03,homogeneous,INFJ,p6,pe080,53,female,INFJ,seer,seer,2,1,1,184,92.0,p2,3,p1,4,p1,p8,false,1,1,0,1,0,0,0,0,0,0,1,0
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c03,homogeneous,INFJ,p7,pe069,62,male,INFJ,villager,villager,0,5,0,0,,unknown,1,p1,3,p1,p2,false,,2,,1,0,0,0,0,1,0,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c03,homogeneous,INFJ,p8,pe043,51,male,INFJ,villager,villager,0,5,0,0,,unknown,1,,,,p2,false,,,,,0,,0,0,0,,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c04,homogeneous,INTJ,p1,pe094,43,female,INTJ,werewolf,werewolf,2,0,0,175,87.5,unknown,2,p4,4,p4,p8,false,,2,,1,0,0,1,0,1,0,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c04,homogeneous,INTJ,p2,pe081,60,male,INTJ,thief,thief,2,0,0,206,103.0,unknown,3,p1,4,p1,p1,false,,1,,1,1,1,0,1,1,1,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c04,homogeneous,INTJ,p3,pe046,64,female,INTJ,villager,villager,0,3,0,0,,unknown,1,p1,4,p1,p1,false,,3,,1,1,1,0,1,1,1,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c04,homogeneous,INTJ,p4,pe078,26,female,INTJ,werewolf,werewolf,2,0,0,204,102.0,unknown,2,p1,4,p1,p1,false,,2,,1,1,1,0,0,1,1,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c04,homogeneous,INTJ,p5,pe049,41,female,INTJ,villager,villager,0,3,0,0,,unknown,1,,,,p1,false,,,,,1,,0,1,0,,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c04,homogeneous,INTJ,p6,pe080,53,female,INTJ,seer,seer,2,0,0,180,90.0,p2,3,p1,4,p1,p1,false,1,1,0,1,1,1,0,1,0,1,1,0
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c04,homogeneous,INTJ,p7,pe069,62,male,INTJ,villager,villager,1,2,0,78,78.0,unknown,1,p1,4,p1,p1,false,,3,,1,1,1,0,1,1,1,,
e-20260830-010451,e-20260830-010451-t009,e-20260830-010451-t009-c04,homogeneous,INTJ,p8,pe043,51,male,INTJ,villager,villager,0,3,0,0,,unknown,1,p1,4,p1,p1,false,,3,,1,1,1,0,1,1,1,,
